Q08162	Q08285
Q02629	Q02932
P42884	Q06142
P00447	P38238
P32903	P53337
P22216	P38111
P32803	Q04562
P38123	P38867
P04806	P16522
P52891	Q02629
P38286	P38723
P39743	P54115
P40464	Q04431
P25574	P40540
P23595	P40302
P40314	P53280
P31380	P47017
P36973	P38962
Q12045	Q12231
P40442	P52923
P25639	Q99271
P40054	P53137
P06700	Q08119
P14724	P47135
P22202	P38930
P25344	P53437
P12688	P35197
P43603	Q08412
P43609	Q03834
P38822	Saccharomyces cerevisiae
P33401	P38843
P47068	Q12216
P02829	P06101
P11710	P53941
P25569	Q07657
P35999	P38862
P30822	Q03735
P40325	Q12242
P07253	P14741
P40505	Q04217
P23639	Q02199
P09733	P39108
P40548	Q12372
P38862	Q08562
P07834	P09119
P38264	Q08193
Q04033	Q12154
P13393	P46678
P29055	P89114
Q02821	Q12464
P08431	Q99186
Q12348	Q12468
P47135	P53211
P34077	P47054
P40466	P47035
P09624	P20967
P09734	Q12446
P04806	P06839
P22216	Q02821
P46949	Q07471
P04173	P32598
Q08224	Q12018
P32598	P54115
P40555	P53549
Q04660	Q12024
P14741	Q03525
P07806	P38217
P12398	P53933
P12398	P38885
P23201	Q12317
P38348	Q01939
P40956	P61864
P28496	P38286
P36160	P38779
P47166	Q99260
P46965	Q04651
P07991	P38719
P53079	P53271
P43551	Q08872
P48837	Q04175
P00924	P12398
P00890	P32366
P25384	Q07791
P00924	P40856
P33297	Q12250
P32366	Q07923
P38220	P41698
P38314	P47017
P05150	Q06554
P25358	P87284
P32570	P39073
P33297	P43588
P38286	P39547
P21374	Q05899
P49955	P54999
P11075	P43616
P01095	P29055
P10081	Q06704
P36144	P53254
P06782	P11076
O13573	Q02574
P28006	P32598
P38990	P40460
P24482	P49956
P05694	P20081
P05030	Q06344
P18480	P18888
P18961	P47135
P12709	Q05946
P32843	P43603
P01123	P53093
P06839	Q08723
P38291	P38786
P53048	Q12006
P13902	Q08962
P06839	P41277
P14291	P40537
P06843	P19454
P38298	P39006
P02994	P17214
P25046	P25648
P40077	P54786
P36160	P39744
P19358	Q99181
P10659	Q00776
P38956	Q04638
P02309	P16649
P04385	P20604
P04385	Q12083
P39969	P54786
P47154	Q99190
P22224	Q06245
P25588	Q08032
P40094	Q12349
P49018	P53142
P39953	Q05934
P47026	Q06644
P15703	Q07657
P08566	Q04062
P46956	P50944
P04385	P53599
P12612	P32581
P02400	P05317
P18851	Q01939
P08566	P38217
P21965	P43605
P38624	Q12349
Q02831	Q06410
P47017	P57743
P36049	P38779
Q08224	Q08949
Q06218	Q12176
P16120	P19735
P39941	Q12476
P29055	Q02804
P40030	P40971
P25453	P35191
P39727	Q04651
P19454	P38254
P25044	P50942
P06243	Q05979
P40169	P40975
P00830	Q12152
P08539	P38270
P02994	P52492
Q04003	Q99314
P38853	P39723
P25491	Q04149
P38774	Q05583
P08458	P38077
P37296	P38633
P25358	P38842
P45818	P47135
P07991	P29295
Q03558	Q12152
P11710	P31374
P38768	Q06538
Q03433	Q05471
P40693	P53313
P53243	Q04062
P40518	P47117
P34221	Q07381
P38842	P40544
P18239	Q12018
P47128	P53728
P32494	Q03280
P07270	P13393
P39547	P39548
P43588	P53196
P04911	P32569
P53045	P53176
P16140	P20081
P50095	P53861
P04806	P31374
Q02574	Q07951
P10507	P21672
P06774	Q12024
P13902	P38165
P14120	P38888
P02309	P13902
P38264	P47090
P34162	P53823
Q04226	Q04272
P38298	P39704
P41811	Q01939
P54860	Q04311
P04806	P25301
Q04491	Q06102
P08431	Q00776
P38907	Q3E7X8
P32381	P38708
P18851	P46655
P07260	Q04675
P38843	Q06675
P39985	Q07623
P53261	P53883
P21306	P47135
P40469	P53885
P15108	Q02821
P32628	Q12038
P46961	P53045
P40473	P40956
P10964	P36070
P11433	P29366
P22133	P40483
P21264	Q99257
P47135	P48362
P19882	P21672
P32628	Q01939
P06787	P14832
P11745	P28626
P47976	Q12489
P32457	P53890
P14681	P19882
P38691	P39521
P32366	Q06216
P25574	Q12431
P19882	Q12343
P32368	P40319
P36160	P38883
P41806	P53045
P07259	P38316
P38153	P60010
P48232	Q12343
P15703	P20604
P19541	P38140
P08518	Q06706
P04147	P13902
P35169	Q12186
P00546	P53958
P34221	Q12466
P00546	Q06266
P12398	P38316
P25376	P53388
P39078	P42841
P00890	P31244
P32911	P38764
P40106	Q08956
P39997	Q08293
P04051	P20435
P16639	P40856
P35181	Q12028
P04821	P10592
P17505	P22216
P40567	Q08409
P32334	P47074
P16862	P24814
Q03466	Q04739
P00830	P32453
P05150	P39521
P32599	P60010
P09547	Q05123
P17898	P32803
P32911	P38431
P41940	Q00246
P38346	P38922
P38363	Q07824
P47135	Q05867
P22515	P52490
P18239	Q08949
P15646	Q12522
P02309	P47170
P07251	P28000
P32381	Q12335
P07143	P38881
P43545	Q03148
P04173	P32601
P15646	Q12176
P19262	P40494
P40496	Q08004
P14741	P15992
P39743	P40325
P32569	Q08213
P17255	P39008
P32803	Q12450
P05085	P49957
P06169	P18851
P19524	P51534
P19358	P53861
P30665	Q04659
P30624	P38240
Q08204	Q99332
P06787	P53834
P38066	Q06608
P46948	Q04217
P38149	Q12136
P32495	P34241
P31381	P38286
P25379	P31378
P15202	P40302
P47058	P53297
P20449	P40477
P38843	P39540
P40055	P40073
P00330	P43601
P22137	P26188
P06701	P17255
P04385	P19735
Q03388	Q12509
P54784	P54790
P22140	P40582
P02309	P61830
P39003	P49018
P06169	Q00362
P32569	P40461
P38723	P38843
P10659	Q04149
P02293	P80428
P16370	P34087
P50080	Q12396
P16892	Q03063
P00925	P39986
P43586	Q12522
P39081	Q06411
P38129	P42943
P18414	P38967
P25358	Q08271
P25370	P39743
P07251	P32491
P00546	P23337
P38153	Q08951
P19358	Q08273
P09734	P38217
P40070	Q00764
P19955	P20967
Q12164	Q12177
P53131	Q07623
P07347	P12945
P40073	P53320
P04385	P38316
P39742	P47135
P09440	P53145
P15303	P32803
P32793	P33338
P26309	P39078
P80428	Q05471
P22140	P38264
P31688	P38882
P22082	P32591
P16140	P48836
P38337	P39706
P32570	P40356
P06243	P53038
P48510	P61864
P00360	P19735
P38863	P39723
P47135	P53179
P07259	P41811
P38852	Q12446
P27810	P46956
P31539	P38882
P33338	P38249
P40527	P47017
P38987	P53242
P24869	P25558
P10363	P38121
P32828	Q06200
P04397	P20604
P12398	P41811
P46961	P46965
P35691	P40085
P00830	Q12233
P38779	P39744
P04817	Q03010
P39940	Q03758
P38729	P42934
P33298	P53196
P15992	Q03957
P41811	Q12443
P06102	P53280
P38315	Q02630
P40898	P53036
P25554	P50875
P33301	P60010
P25346	P38819
P33767	P47154
P16521	P38151
P16603	P41930
P04173	P50942
P24814	Q08224
P23594	P47079
P48582	P57743
P38353	P46961
P38829	P38859
P02829	Q03897
P40055	Q05946
P06168	Q00772
P06168	P17157
P25087	Q02724
P00546	P50078
P19524	P20676
P09119	P54784
P32389	Q03081
P31373	Q12380
P10592	P48837
P00546	P53345
P04173	Q06554
P17709	Q02931
P22209	Q3E7X9
P37291	Q02821
P22137	P53599
P00830	P07251
P04817	P39540
P23724	P40555
P21190	P32581
P20438	Q12018
P53900	Q07457
P53039	Q06169
P35177	Q03330
P09440	P12385
P12612	Q07967
P14741	P15703
P23638	Q12245
P38264	Q08929
P32583	Q03973
P17123	Q06675
P39969	P40073
P38193	Q07527
Q00402	Q03954
P04387	Q04511
P00924	P23642
P19880	Q08649
Q00772	Q12377
P32901	Q06815
P00924	Q06704
P30620	P38691
P00830	Q12300
P15790	Q12206
P53337	Q12164
P53082	Q07825
P40055	P53163
P33759	P47141
P04803	P47135
P00546	P40340
P00830	P07703
P02294	P53243
P13090	P38162
P12398	Q12161
P14680	P39008
P31539	P47103
Q12078	Q92331
P34253	P38874
P40540	P47133
P40302	Q07478
P04806	P38203
P07270	P13902
P04147	P04786
P20424	P32342
P25639	P50276
P19262	Q07350
P16151	P40073
Q03388	Q12692
Q02821	Q12178
P07251	Q00772
P34228	P38203
P52923	Q04396
P15938	P47120
P40217	Q02875
P40054	Q04412
P16120	P20459
P06843	P15790
P11745	P49686
Q04177	Q04305
P38165	P43601
P31376	P38853
P25502	Q12513
P39076	Q07471
P25586	Q02354
P33767	P38264
P02994	Q02159
P04911	P35817
P15108	P39715
P00358	P38217
P32381	P47100
Q06675	Q07535
P33203	P34160
Q12071	Q99260
P04385	P07260
P27999	P32859
P32523	Q12417
Q04651	Q07904
Q03441	Q12516
P07260	Q06344
P04173	Q12417
P40957	Q06629
P02829	P52918
P35207	Q02793
P49686	Q06142
P31382	P39547
P06774	P41940
P25586	P33750
P40582	Q06350
P02294	Q99247
P38720	Q04675
P12709	P25646
P12695	Q12446
P53853	Q08754
P15790	Q06344
P18410	P32501
Q03694	Q06410
P22804	Q01590
P06777	P46943
P27637	P38011
P00830	P40028
P14832	P25357
P53201	P80428
P38720	Q02931
P32912	P38130
P04173	P38262
Q00362	Q12159
O13531	P40568
P38346	P53955
P49334	Q02574
P09798	P33301
P00360	P07260
P40528	P53322
P38637	Q02821
P39540	P40527
P35194	P36520
P47135	Q04344
Q06410	Q99373
P12398	P53883
P35206	Q08980
P04397	P19735
P25294	P40584
P40045	Q12187
P47154	P50944
P32461	P40858
P10622	Q05881
P10127	P34252
P23968	P25376
P21672	P41940
P25623	P40206
P38729	P53057
P38291	P53218
P32776	P35193
P32828	P60010
P39723	Q00916
P39014	P53877
P38286	P49018
P04051	P04911
P16622	Q04377
P22134	P54115
P00330	P09733
P40364	P41735
P23561	P25344
Q02821	Q06169
P22515	P23291
P22579	Q07458
P53047	Q08448
P39547	P40548
Q02795	Q04697
P09733	P11978
P27999	P46986
P38326	P47135
P22696	P40069
P40073	Q12446
P09457	Q00684
P40326	Q12330
P14742	P32381
P38326	Q12692
P06843	P07251
P17629	Q99257
P06738	P40036
P00950	P25378
P17106	P32389
P14907	Q06678
P00950	P38763
P16140	P31378
P38264	P47075
P14741	P41903
P38822	Q99190
P53045	Q12450
P38286	P46965
P33298	Q08224
P25087	P46965
P38881	Q03195
P38354	P40526
P38764	Q07549
P19454	P32657
P25454	P43535
P06777	P12398
P40508	Q08278
P32598	P53858
P14922	P16649
P00950	P40038
Q02939	Q12004
P32912	P39723
P30822	P38329
P36008	Q08004
P00890	P34252
P00830	P16522
P12398	P33301
P50874	P54791
P38131	Q12359
P32341	P53214
P43321	Q00723
P23291	P53924
Q03954	Q12263
P38264	P52867
P07244	Q06449
P54115	Q08496
P15790	P29311
P53959	Q06708
P29055	P38782
Q03558	Q06436
P53846	Q06208
P19882	Q00684
P15790	P53914
P04807	P25342
P33420	Q12216
P23641	Q03330
P53168	Q12248
P35723	Q12372
P14164	P31244
P09547	P53628
P38363	Q02875
P09624	P23291
P21825	P39547
P04173	P23594
P12709	P32350
Q03559	Q05518
P38861	P53145
P15992	P39108
P07256	P28320
P08518	P32328
P14284	P38927
P38959	Q12241
P25346	P53388
P38164	Q00776
P38931	P53829
P32570	Q06213
P39744	P53254
P32366	P36102
P14681	P36775
P00360	P20459
P38427	Q00764
P11747	P38129
P40362	P53254
P08518	P34087
P14681	P22138
Q03330	Q12225
P36049	P36160
P38276	Q02630
P40572	P53894
P38779	Q00776
P09734	P53622
P04806	P39706
P40960	Q08975
P41896	Q99278
P30665	Q12488
P34160	P36036
P43553	Q06208
P13517	P38256
Q12154	Q12285
P32629	P40303
P38930	P53261
P36048	Q03654
Q12186	Q99209
P32588	P33399
P36160	P40078
P38840	P41695
P10127	P39009
P25367	Q04377
P38271	Q12223
P06839	P28519
P38267	Q07350
P25655	Q08273
P32499	Q02630
P21264	P38633
P38934	Q12395
Q04031	Q04660
P04819	P09624
P47050	Q06164
P40461	Q06675
P25087	P39742
P39083	Q06648
P06787	P42073
P04397	P07260
P38822	P53427
P25374	P43573
P15992	P41808
P36051	P38264
P53853	Q07794
P32337	P40302
P25036	P36044
P36006	P39743
Q08387	Q12522
P00830	P06701
P49687	Q06142
P34087	P41895
P32491	Q00772
P14680	Q06625
Q08992	Q12478
P38882	P40075
P32898	Q12329
P02557	P25646
P04173	P40048
P39985	P40055
P40169	Q02630
P32900	P50111
P22203	P48836
P46985	Q04895
P25344	P38080
P38885	Q02793
P06102	Q12514
P05754	P34078
P32366	Q03433
P10591	P53940
P38723	P53337
P38144	Q08773
P04173	P47093
P31244	P43321
P07259	P07276
P25635	P53254
P53337	Q99190
P08524	P40352
P13382	P32797
P00546	P47035
P27810	Q08271
P53322	Q04697
P33334	P61864
P53322	Q02774
P27801	P53129
P21374	P32523
P25656	P47135
P32562	Q06142
P14681	P32582
P38697	P53323
P04840	P33298
P33338	Q12446
P38842	Q03263
P15790	P40057
P43639	P53857
P25367	P38629
P38633	Q02794
P23594	Q12199
P20081	Q04675
P04173	Q12505
P40360	Q01217
P25694	Q08601
P14681	P40061
P47129	Q08962
P40362	Q99216
P32618	Q03954
P36000	Q02821
Q08650	Q12274
P38324	Q04437
P04173	P25336
P53243	P60010
P16151	P25606
P38149	Q04305
P22202	Q00362
P36108	P53222
P00360	Q06506
P38843	P47154
P04806	Q06479
P25635	Q04305
P32939	P38273
Q12416	Q12477
P23968	Q02795
P38819	P39540
P38333	Q04217
P40516	P43587
P53337	Q08271
P21268	P29366
P39110	Q08484
P25559	Q12174
P21672	Q04964
P09624	P12954
Q07468	Q12255
P40155	Q08215
P06245	P40069
P39718	Q04370
Q06593	Q12233
P27801	P40069
P02294	P32597
P22214	P53600
P09959	Q08270
P25555	P43563
P38262	P39981
P07807	P27825
Q06199	Q06608
P54999	Q12046
Q06479	Q12018
P32588	P38996
P02994	Q02554
Q07657	Q12329
P03965	P07258
P00924	P24583
P15303	P54837
P00546	P11710
P04817	P38842
P43615	Q03406
P29055	P41896
P32569	Q12297
P33122	P36528
P38631	Q03103
P38862	P40344
Q07684	Q12349
P49960	P53905
P38264	P38355
P48439	P53751
P33334	P53131
P38111	P40567
P08678	P17555
P19262	P38316
O13563	P61864
P40010	P53313
P06633	Q12522
P16658	P40971
P87284	Q06644
P28274	P33298
Q04636	Q08743
P14904	P38987
P06839	P07251
P41808	Q12329
P38751	P38957
P43616	Q12749
Q03337	Q04183
P25644	Q12468
P32605	P40204
P38691	P39009
P37265	Q00245
P22147	P34221
P32527	Q12349
P09440	P31380
P38089	Q03785
P08678	Q03048
P25339	P39008
P26343	P42944
P04821	P20604
P38882	Q08224
P06838	Q08224
Q05080	Q06410
P36131	P47135
P02309	P31244
P53550	Q01476
P29295	P53094
P13393	P32333
P32502	P38122
P14907	P32337
P06104	Q08237
P38822	P53264
P07259	Q12446
P06169	P25342
P35209	Q03012
P38264	P38842
P38316	Q02630
P20459	P38431
P15624	P15625
P17442	Q03048
P32599	P47912
P14680	P50101
P42946	P43542
P40073	P40367
P26755	P54115
P23291	P29311
P11710	P32606
P12398	Q12446
P06774	P53599
P07703	P60010
P22141	Q12377
Q04412	Q08471
P32911	Q04067
P16861	P25454
P36130	P38755
P07259	Q02159
P02994	P39729
P32803	P40482
P23644	P39515
P15108	P15442
P21243	P43574
Q00916	Q06708
P19880	P35177
P25694	P32528
P12398	Q02159
P14680	Q12523
P06839	P09733
P18851	P32917
P38260	Q08108
P22214	P38909
P07149	P22204
P38828	Q01159
P32642	P53082
P04050	P20433
P53622	Q12329
P09733	Q12206
P53201	Q03388
P39958	Q06624
P26263	Q12734
P30822	Q07418
P40089	Q12096
P38779	Q08004
P32381	P41832
P19882	Q04660
P04911	P37838
P16140	P32807
P36068	P40485
P04802	Q08741
P04807	P32911
P32458	P39011
P38987	Q06592
P29055	P50086
P07274	P40450
P30656	P38293
P10081	Q00772
P39743	Q12134
P14741	P40895
P02557	P40038
P34252	P53622
P01097	P07251
P22204	P53829
P38814	P53735
P25299	Q03835
P38085	Q12407
P07246	Q12396
P05319	Q08110
P38633	P43604
Q03940	Q05471
P11075	P27801
Q12059	Q99344
P38723	P39546
P38429	Q05778
P31384	P39073
Q08496	Q08965
P35723	Q03655
P00950	P41318
O13548	Q01846
P32912	Q04767
P39735	Q03973
P28320	Q12046
P31385	P53168
P38313	Q12345
P02293	P26188
P17709	Q04437
P40350	P40492
P32381	P36008
P17255	P32842
P52891	Q04491
P04147	P40055
P38803	Q08004
P04147	P53849
P09624	P19262
P22579	P43596
P25358	P38837
P04817	Q08271
P38722	Q02630
P07991	P40565
P09733	P38153
P39078	Q12510
P32911	Q01939
P53930	Q05471
P30619	P33328
P32527	P38285
P09624	P53883
P38822	P40465
P04173	P33298
P40541	Q12158
P21965	Q07527
P34162	Q08490
P40038	P40093
P39009	P40495
P24783	P38968
P29311	P40450
P19073	Q12469
P16474	P39925
P38875	P47090
P42846	Q05027
P00937	P32381
P14747	P41940
P24279	P38132
P04451	P09733
P20434	Q06706
P07703	P20434
P36113	Q08746
P53378	P53540
P32802	P38286
P13393	P29055
P47135	P53934
P36160	P40991
P06243	P25491
P07272	P47156
P16661	P46961
P34087	Q06624
P36160	Q07844
P19880	P32337
P04397	P53011
P11433	Q05785
Q03195	Q07623
P0C0X0	P38203
P32569	P53757
P09734	Q07807
P02557	Q99247
P32565	P40339
P38286	P38298
P00899	Q99312
P40460	Q12175
Q08271	Q99380
Q12013	Q12246
P53091	Q12488
P08964	Q06580
P20676	P33420
P13382	P38121
P38264	Q08271
P38903	P53011
P40956	Q03935
P33296	Q03940
P31334	P36517
P04806	P38146
P16151	P39542
P20081	P53971
P46956	Q06410
P22276	Q04307
P39073	Q12124
P11710	P40091
P05150	P25635
P32911	P46655
P53215	Q99219
P25591	Q06410
P40517	Q08224
P40445	P40557
P07834	Q08273
P25659	P32502
P32618	Q07457
P52910	Q12749
Q06506	Q12499
P16862	P38622
P48238	Q12349
P07244	P33322
P40991	Q12460
P19736	P53742
P22082	P38064
P19882	P31244
P25569	P47079
P38298	Q02795
P51601	Q00772
Q08162	Q12277
P39012	P49018
P53201	Q03433
P32897	P57744
P20449	Q12315
P47038	P53267
P22214	Q12451
P04817	P53176
P02829	P15108
P40541	P43605
P39706	Q03012
P00830	P38203
P46944	Q03337
P40075	Q12451
P25604	P38753
P11655	P16151
P32495	Q06078
P04807	P32598
P14904	P32776
P36051	Q12402
P16603	P38090
P35723	P38993
P20437	P61864
P25347	P32628
P15646	P25582
P32588	P40561
P53267	Q12248
P21243	P38624
P43544	P43545
P05374	P38227
P12398	Q08496
P16862	P23594
P22696	Q03280
P37838	P40693
Q05583	Q08723
P06778	Q12223
P32381	P38328
P33895	P47149
P17079	P38962
P13517	P25373
P38203	P49960
P16387	P47135
P40988	P47113
P25586	P38333
P04806	P20604
P40466	P60010
P04806	Q12083
P19882	P32908
P22216	Q08224
P19882	P40055
P06839	P18239
P25648	P32570
P38852	P47135
P29496	P38132
O13564	Q12280
P09734	Q12176
P06839	P37366
P25348	P40583
P22209	Q00916
P29311	P38987
P37366	Q12123
P24276	P38987
Q00764	Q04806
P39990	P43321
P20438	P25302
P11076	P22137
P46972	Q05930
P12687	P31334
P15646	P53254
P00331	P32464
P36104	P42841
P37020	Q99252
Q02821	Q03973
P07259	P27801
P40991	Q12389
P09232	P41811
Q01896	Q06598
P29055	P37261
P15873	P38207
Q04477	Q07350
P25297	P32378
P32912	Q12016
P38699	P50264
P32563	P39111
P39685	Q03790
P25639	P32331
P30665	Q12146
P28791	P33891
P00546	P40537
P08518	Q06834
P17255	P22203
P32529	Q07555
P23639	P25451
P12398	P38217
P33759	P35194
P39926	P40357
P12753	P17255
P47113	P54115
P25648	P47821
P40956	Q06892
P38197	P39004
P40319	Q99380
Q00916	Q01722
Q02574	Q06568
P29055	P38727
P38333	P47083
P06243	P53740
P25604	Q02767
P38310	Q08474
P40513	P53261
P53934	Q12320
P06169	P32911
P02994	P53335
P07248	Q02336
P11075	P33296
P15108	P23561
P24719	P38764
P38344	P47019
P0C0W1	P27999
P17255	P42842
P38892	Q02630
P15202	Q06142
Q08224	Q12021
P40484	P54199
P07260	P35194
P25659	P38987
P00546	Q03898
P38691	P38827
P38204	P38886
P07257	Q12083
P40323	Q06005
P40482	P54837
P41940	Q02821
P38700	P43617
P38229	P40036
P16862	P47093
P38217	P41819
P08018	P16474
P36108	Q04477
P33757	Q03697
P20053	P40204
P39083	P46983
P38878	Q12402
P05694	P36017
P25354	Q02724
P21734	P61864
P07244	P21538
P20437	Q03063
P10659	P33298
P17106	P40969
P11484	Q03177
P07703	P20436
P06700	Q06340
P38337	Q03012
P53857	Q03790
P40856	Q03648
P32349	P32910
P11433	P40325
P32598	P38232
P08153	Q08224
P53741	Q03935
Q02872	Q04149
P32578	Q04437
P38682	P41810
P25342	P32457
P53125	Q03435
Q02630	Q06159
P14741	P23641
Q02794	Q08754
P49018	Q12402
P25043	P53168
P39935	Q07508
P16474	P34164
P09733	Q99181
Q00453	Q01329
P06774	P07260
P05986	Q03407
P06782	Q04739
P49960	P57743
P00546	P36165
P32468	P38773
P20486	P24868
P19955	P40218
P00560	P39986
P54784	P54786
P25342	P39692
P38992	Q12006
P16474	Q12380
P06103	P41814
P53281	P53933
P38779	P40991
P38185	P50874
P35817	P53201
P02994	P40354
P40505	Q07458
P07342	Q12343
P34228	P34730
P32561	Q08923
P40032	P53327
P08964	P53141
P25583	P53185
P20448	P32598
P06778	P22336
P05753	P53963
P00924	P17157
P15992	P21268
P05694	Q04675
P25366	P40971
P21825	P39742
P32790	Q04835
P25491	Q00916
P32602	P36015
P23561	P39958
P02994	P32328
Q05040	Q06001
P08153	P32489
P00360	P38217
P36083	Q02521
P32324	P38987
P47113	P53130
P38631	P39719
P20051	P38990
P10869	Q12223
P04806	Q12222
P38109	P38352
P46680	Q03048
P04173	P10964
P18961	P19262
P53176	Q02795
P31383	Q12469
P16151	P42836
P46367	Q12152
P18494	P32600
P53142	Q12402
P19735	P38115
P08458	P09733
P12709	P39925
P16474	Q12749
P09959	Q12330
P07703	P15992
P38723	P40073
P04806	P19735
P38822	P38837
P23255	P53040
P38992	P40319
P06781	P36017
Q12292	Q12527
P53226	Q12058
P07170	Q00684
P29055	P38771
Q05900	Q07508
P37838	Q12460
P38334	Q03784
P23639	P53116
P00927	P25454
P24783	P30771
P00549	Q12056
P32892	P38789
P04385	P39984
P45818	P53254
P20967	P38987
P35198	Q08457
P27351	Q12186
P23638	P43588
P07703	P32566
P08458	P21801
P32569	Q08486
P40495	P41811
P40024	P42939
P36008	P38219
P40055	Q02931
P22336	Q04740
P25613	P43548
P38120	P40513
P38123	Q03323
P25343	P38523
P04385	P06243
P38633	P47059
P04050	P16370
P15938	P38692
P04173	P18851
P06779	Q03071
P00360	P39984
P17079	Q06142
P38792	P38801
P25344	P25649
P38691	P47068
P38286	P39548
P28834	P41811
P36049	Q08746
P40089	Q07527
P11433	P21268
P29055	Q03723
P38987	Q07993
P04173	P32457
P29311	Q12223
P20459	P40466
P36048	P54999
P01123	P33296
P36064	P49090
P07259	P33296
P38328	P38788
P25453	P25491
P20967	Q12250
P04173	Q00362
P30656	P89105
P02557	P32641
P40319	P47090
P07262	Q04177
P38156	Q04697
P38156	Q02774
P02294	P13902
P04173	P87263
P22134	P50095
P00546	Q12675
P19882	P43565
P19262	P19955
P06843	P38697
P39002	Q08269
P05373	P38987
P05150	P47068
P02557	Q08387
P20081	P39958
P35206	P38287
P53082	Q03835
P40971	Q03899
P47079	Q04149
P32467	Q06593
P23595	P54839
P14741	P40089
P32497	Q12134
P40457	P53916
Q02825	Q04675
P33401	P39946
P04817	P53237
P25367	Q03897
P30665	P32381
P46961	P53322
P32908	P36022
P32492	P51534
P40094	P53079
P04051	P14540
P35206	P36057
P40080	P52917
P00546	Q05672
P02994	P32797
P14737	P32562
P09440	P38199
P47135	Q99393
P38698	Q12004
P34077	P52918
P22082	P32588
P43544	Q03148
Q06096	Q08786
P36520	P43621
P38328	P53960
P00950	P34164
P10591	Q06142
P38987	Q01532
P00950	Q12379
P19882	P34252
Q03776	Q07508
P10964	P32529
P32565	Q12223
P25491	P25635
P32912	Q12270
P38720	P53086
P38987	Q03973
P25619	P49573
P03069	Q03081
P32074	P39743
P15790	Q08208
P08539	Q12154
P60010	Q08004
P32521	P38856
P32911	Q07551
P07149	Q04370
P32849	P35732
P29509	P36162
P28004	Q06137
P36015	P40094
P15108	P22133
P07278	Q02821
P21576	P48743
P39940	P43602
P11076	P32074
P39990	Q12300
P36004	Q07927
P25491	P87263
P15703	P32381
P31379	P38356
P06101	P15705
P04385	P22515
P38753	Q04439
P40518	Q05933
P38691	Q08387
P12868	P53129
P19658	P39743
Q04697	Q06644
P07251	P38077
P28708	Q06010
P06738	P22204
P50102	P50875
P04397	P38217
P40512	Q12348
P22147	P53550
P07248	P32381
P07251	P26188
P08458	P32381
P39009	Q99288
P40091	P47037
P05150	P25333
P04173	P38129
P02829	P47103
P38074	P53292
Q08496	Q12153
P05066	P32861
P05317	P23301
P31384	P39016
P12612	Q12363
P05736	P37292
P36130	Q12329
P20604	P39960
Q02821	Q12020
P38042	Q08683
P33767	P46964
P14904	P38182
P22211	P38840
P15019	P19454
P40851	Q03702
P06100	P13393
P40364	Q05580
P38217	P38333
P12398	Q04377
P00546	P17709
P36517	P53875
P08018	P32485
P06780	P39083
P05750	P40160
P14742	Q03897
P04386	Q06630
P32776	Q02685
P31334	P36533
P17629	Q07478
P06242	P37366
P40350	Q08980
Q07732	Q12292
P19735	Q06204
Q03337	Q03630
P16140	P38987
P00925	P46682
P47135	Q06523
P53252	Q03407
P08521	P40325
P32581	P38691
O94084	P28004
P25297	P38264
P34730	P40494
P53196	P54115
P32466	Q02794
P32521	P40956
P38427	P54860
P07703	P22855
P32641	P47079
P12398	P53622
P19524	P38615
P19145	P53176
P05694	P39925
P25651	Q02892
P25491	Q99247
P00830	P32581
P08518	P38316
P46367	P53196
P00950	Q04437
P14832	P24814
P00331	P40339
P46671	P53917
P38729	P43562
P15992	P46963
P06244	P39954
P15108	Q12004
P40364	P53196
P15992	Q12206
P00830	P00854
P18634	P39940
P50947	Q04217
P29311	P38080
P17709	P39743
P38328	Q06538
P07259	P38629
P32465	P38264
Q06169	Q12402
P09547	Q02554
P20424	P21264
P06774	Q06822
P39935	Q08920
P00830	Q07350
P32802	Q12450
P12962	P39935
P46965	P53337
P38282	Q03338
P03069	P13393
P32565	P38764
P00924	Q00246
P38158	P53341
P23595	P53289
Q07350	Q12431
P38074	P53939
P19955	Q99186
